SD,c,s,b_avg,n,avgSyncTime,avgSyncTimeCIL,avgSyncTimeCIU
0,12,101,0.25,6.25,45.3123,45.2172,45.4119
0,12,101,0.25,6.5,45.1838,45.0836,45.2669
0,12,101,0.25,6.75,45.0634,44.958,45.1437
0,12,101,0.25,7,44.9466,44.865,45.0223
0,12,101,0.25,7.25,44.8082,44.7145,44.9069
0,12,101,0.25,7.5,44.6802,44.5897,44.7697
0,12,101,0.25,7.75,44.5606,44.4738,44.6596
0,12,101,0.25,8,44.4469,44.3459,44.5447
0,12,101,0.25,8.25,44.3114,44.2059,44.4081
0,12,101,0.25,8.5,44.1786,44.0953,44.2633
0,12,101,0.25,8.75,44.0499,43.9706,44.1281
0,12,101,0.25,9,43.9355,43.8292,44.0146
0,12,101,0.25,9.25,43.8025,43.7112,43.8838
0,12,101,0.25,9.5,43.673,43.5893,43.7675
0,12,101,0.25,9.75,43.5511,43.4572,43.6307
0,12,101,0.25,10,43.4358,43.3543,43.5299
0,12,101,0.25,10.25,43.2929,43.2058,43.369
0,12,101,0.25,10.5,43.1694,43.09,43.2353
0,12,101,0.25,10.75,43.0464,42.9675,43.1278
0,12,101,0.25,11,42.9305,42.8477,43.0138
0,12,101,0.25,11.25,42.7909,42.7024,42.8668
0,12,101,0.25,11.5,42.6584,42.5594,42.7645
0,12,101,0.25,11.75,42.5378,42.459,42.618
0,12,101,0.25,12,42.4238,42.3445,42.4914
0,12,101,0.25,12.25,42.5075,42.4309,42.5919
0,12,101,0.25,12.5,42.5902,42.5081,42.6639
0,12,101,0.25,12.75,42.6713,42.5878,42.75
0,12,101,0.25,13,42.7487,42.6777,42.8243
0,12,101,0.25,13.25,42.8073,42.7315,42.8901
0,12,101,0.25,13.5,42.872,42.7653,42.9492
0,12,101,0.25,13.75,42.9402,42.8402,43.0125
0,12,101,0.25,14,42.9851,42.9016,43.07
0,12,101,0.25,14.25,43.0302,42.9378,43.1267
0,12,101,0.25,14.5,43.0687,42.9853,43.1546
0,12,101,0.25,14.75,43.1047,43.0185,43.1893
0,12,101,0.25,15,43.1352,43.0549,43.2129
0,12,101,0.25,15.25,43.1667,43.0568,43.2309
0,12,101,0.25,15.5,43.1832,43.0964,43.272
0,12,101,0.25,15.75,43.2092,43.1428,43.3028
0,12,101,0.25,16,43.2294,43.1463,43.3062
0,12,101,0.25,16.25,43.2456,43.1757,43.3246
0,12,101,0.25,16.5,43.2507,43.1544,43.3635
0,12,101,0.25,16.75,43.2578,43.182,43.35
0,12,101,0.25,17,43.2694,43.1822,43.3442
0,12,101,0.25,17.25,43.2619,43.1781,43.3406
0,12,101,0.25,17.5,43.2575,43.1758,43.3363
0,12,101,0.25,17.75,43.2625,43.1844,43.3536
0,12,101,0.25,18,43.254,43.1666,43.3411
0,12,101,0.25,18.25,43.2381,43.1516,43.3483
0,12,101,0.25,18.5,43.2188,43.1261,43.3145
0,12,101,0.25,18.75,43.1995,43.1239,43.2937
0,12,101,0.25,19,43.191,43.1066,43.289
0,12,101,0.25,19.25,43.1673,43.0798,43.2421
0,12,101,0.25,19.5,43.1377,43.0495,43.2085
0,12,101,0.25,19.75,43.1229,43.042,43.2073
0,12,101,0.25,20,43.1021,43.0131,43.2023
0,12,101,0.25,20.25,43.0644,42.9755,43.1402
0,12,101,0.25,20.5,43.0351,42.9665,43.1173
0,12,101,0.25,20.75,43.0035,42.915,43.0885
0,12,101,0.25,21,42.9747,42.8951,43.0673
max,12,101,0.25,0.25,46.4696,46.3989,46.5607
max,12,101,0.25,0.5,46.4798,46.3933,46.5633
max,12,101,0.25,0.75,46.4732,46.3771,46.5552
max,12,101,0.25,1,46.474,46.3845,46.5755
max,12,101,0.25,1.25,46.4822,46.3892,46.5591
max,12,101,0.25,1.5,46.4794,46.3914,46.5853
max,12,101,0.25,1.75,46.4779,46.3928,46.5693
max,12,101,0.25,2,46.483,46.3781,46.5596
max,12,101,0.25,2.25,46.3184,46.2068,46.4032
max,12,101,0.25,2.5,46.1946,46.114,46.2791
max,12,101,0.25,2.75,46.0896,46.0064,46.1704
max,12,101,0.25,3,46.0108,45.9077,46.1203
max,12,101,0.25,3.25,45.9327,45.8256,46.0013
max,12,101,0.25,3.5,45.8751,45.7947,45.9674
max,12,101,0.25,3.75,45.8169,45.7308,45.897
max,12,101,0.25,4,45.7862,45.6976,45.8749
max,12,101,0.25,4.25,45.7287,45.6393,45.8018
max,12,101,0.25,4.5,45.7002,45.6159,45.8187
max,12,101,0.25,4.75,45.6659,45.5814,45.7444
max,12,101,0.25,5,45.6269,45.5303,45.7117
max,12,101,0.25,5.25,45.4814,45.4089,45.5658
max,12,101,0.25,5.5,45.3346,45.2508,45.4239
max,12,101,0.25,5.75,45.2151,45.1149,45.2976
max,12,101,0.25,6,45.0969,45.0092,45.1817
max,12,101,0.25,6.25,44.9964,44.9127,45.0929
max,12,101,0.25,6.5,44.9006,44.8258,44.9933
max,12,101,0.25,6.75,44.805,44.7081,44.8984
max,12,101,0.25,7,44.7223,44.6302,44.8037
max,12,101,0.25,7.25,44.548,44.4775,44.6342
max,12,101,0.25,7.5,44.383,44.2913,44.4612
max,12,101,0.25,7.75,44.2297,44.1404,44.3056
max,12,101,0.25,8,44.0846,43.993,44.1566
max,12,101,0.25,8.25,43.9414,43.839,44.0155
max,12,101,0.25,8.5,43.816,43.7307,43.9076
max,12,101,0.25,8.75,43.7013,43.6206,43.8018
max,12,101,0.25,9,43.5891,43.5107,43.689
max,12,101,0.25,9.25,43.4863,43.4144,43.5583
max,12,101,0.25,9.5,43.3941,43.3103,43.4741
max,12,101,0.25,9.75,43.292,43.2071,43.3618
max,12,101,0.25,10,43.2141,43.1365,43.294
max,12,101,0.25,10.25,43.0977,42.9906,43.1861
max,12,101,0.25,10.5,42.9869,42.8949,43.0679
max,12,101,0.25,10.75,42.8755,42.8068,42.966
max,12,101,0.25,11,42.7779,42.7075,42.8607
max,12,101,0.25,11.25,42.6793,42.6007,42.7528
max,12,101,0.25,11.5,42.6028,42.4978,42.6992
max,12,101,0.25,11.75,42.5066,42.4359,42.581
max,12,101,0.25,12,42.4214,42.3461,42.4976
max,12,101,0.25,12.25,43.1751,43.0812,43.257
max,12,101,0.25,12.5,43.9434,43.8487,44.0232
max,12,101,0.25,12.75,44.6985,44.6045,44.8085
max,12,101,0.25,13,45.4457,45.3535,45.5386
max,12,101,0.25,13.25,46.2126,46.1241,46.3144
max,12,101,0.25,13.5,46.9661,46.8786,47.0432
max,12,101,0.25,13.75,47.7211,47.6111,47.8202
max,12,101,0.25,14,48.485,48.398,48.5611
max,12,101,0.25,14.25,49.2432,49.1505,49.3637
max,12,101,0.25,14.5,50,49.9002,50.1016
max,12,101,0.25,14.75,50.7573,50.6286,50.8884
max,12,101,0.25,15,51.5217,51.4126,51.6334
max,12,101,0.25,15.25,52.2697,52.1754,52.3558
max,12,101,0.25,15.5,53.0208,52.9112,53.108
max,12,101,0.25,15.75,53.7902,53.6759,53.8954
max,12,101,0.25,16,54.5411,54.4421,54.6554
max,12,101,0.25,16.25,55.2942,55.2168,55.3794
max,12,101,0.25,16.5,56.054,55.9163,56.1734
max,12,101,0.25,16.75,56.8202,56.6911,56.933
max,12,101,0.25,17,57.5721,57.4653,57.7095
max,12,101,0.25,17.25,58.3388,58.2275,58.4364
max,12,101,0.25,17.5,59.0932,58.9394,59.2293
max,12,101,0.25,17.75,59.8436,59.731,59.9703
max,12,101,0.25,18,60.5989,60.4702,60.7034
max,12,101,0.25,18.25,61.3601,61.2059,61.4814
max,12,101,0.25,18.5,62.1259,62.0044,62.2428
max,12,101,0.25,18.75,62.873,62.7503,62.989
max,12,101,0.25,19,63.6263,63.5008,63.7869
max,12,101,0.25,19.25,64.3949,64.2652,64.5219
max,12,101,0.25,19.5,65.1492,65.0088,65.2769
max,12,101,0.25,19.75,65.8968,65.7575,66.0733
max,12,101,0.25,20,66.6592,66.5394,66.7925
max,12,101,0.25,20.25,67.4221,67.2934,67.5779
max,12,101,0.25,20.5,68.177,68.051,68.2993
max,12,101,0.25,20.75,68.93,68.811,69.061
max,12,101,0.25,21,69.6871,69.548,69.8219
0,12,101,0.5,0.25,23.7359,23.6971,23.7797
0,12,101,0.5,0.5,23.7359,23.6854,23.7835
0,12,101,0.5,0.75,23.7412,23.7037,23.7877
0,12,101,0.5,1,23.7372,23.6894,23.7832
0,12,101,0.5,1.25,23.5369,23.4949,23.5905
0,12,101,0.5,1.5,23.3974,23.3493,23.4374
0,12,101,0.5,1.75,23.3039,23.2682,23.3432
0,12,101,0.5,2,23.2295,23.1815,23.2781
0,12,101,0.5,2.25,23.0674,23.0146,23.1152
0,12,101,0.5,2.5,22.9285,22.8811,22.9759
0,12,101,0.5,2.75,22.8194,22.7826,22.8598
0,12,101,0.5,3,22.7286,22.6868,22.7684
0,12,101,0.5,3.25,22.5672,22.5233,22.6088
0,12,101,0.5,3.5,22.4363,22.3934,22.477
0,12,101,0.5,3.75,22.3246,22.2792,22.3834
0,12,101,0.5,4,22.221,22.1728,22.2653
0,12,101,0.5,4.25,22.0726,22.0244,22.1142
0,12,101,0.5,4.5,21.9369,21.8995,21.975
0,12,101,0.5,4.75,21.8226,21.7794,21.8615
0,12,101,0.5,5,21.7192,21.6782,21.7574
0,12,101,0.5,5.25,21.5728,21.5262,21.6148
0,12,101,0.5,5.5,21.4384,21.3945,21.4811
0,12,101,0.5,5.75,21.3224,21.2797,21.3563
0,12,101,0.5,6,21.2155,21.1728,21.2564
0,12,101,0.5,6.25,21.071,21.0358,21.1038
0,12,101,0.5,6.5,20.9393,20.9001,20.9726
0,12,101,0.5,6.75,20.8189,20.7793,20.8562
0,12,101,0.5,7,20.7078,20.656,20.7515
0,12,101,0.5,7.25,20.5706,20.527,20.6157
0,12,101,0.5,7.5,20.4378,20.4053,20.4685
0,12,101,0.5,7.75,20.3175,20.2833,20.3528
0,12,101,0.5,8,20.2054,20.1722,20.2437
0,12,101,0.5,8.25,20.0647,20.0268,20.1032
0,12,101,0.5,8.5,19.9346,19.9003,19.9711
0,12,101,0.5,8.75,19.8126,19.7756,19.8566
0,12,101,0.5,9,19.699,19.6681,19.7329
0,12,101,0.5,9.25,19.559,19.5211,19.5909
0,12,101,0.5,9.5,19.4283,19.3968,19.4654
0,12,101,0.5,9.75,19.3061,19.2746,19.3415
0,12,101,0.5,10,19.1942,19.1516,19.2318
0,12,101,0.5,10.25,19.0553,19.0024,19.0914
0,12,101,0.5,10.5,18.9259,18.8945,18.966
0,12,101,0.5,10.75,18.8034,18.769,18.8412
0,12,101,0.5,11,18.6903,18.6497,18.731
0,12,101,0.5,11.25,18.5539,18.5196,18.586
0,12,101,0.5,11.5,18.4208,18.3771,18.4636
0,12,101,0.5,11.75,18.2982,18.2617,18.3328
0,12,101,0.5,12,18.1809,18.1414,18.2204
0,12,101,0.5,12.25,18.2416,18.2028,18.2831
0,12,101,0.5,12.5,18.2963,18.2558,18.3312
0,12,101,0.5,12.75,18.3511,18.321,18.3844
0,12,101,0.5,13,18.4064,18.3698,18.438
0,12,101,0.5,13.25,18.4504,18.4181,18.4868
0,12,101,0.5,13.5,18.4918,18.457,18.5194
0,12,101,0.5,13.75,18.5343,18.5052,18.5664
0,12,101,0.5,14,18.5748,18.5297,18.6117
0,12,101,0.5,14.25,18.6004,18.5675,18.6391
0,12,101,0.5,14.5,18.6323,18.5967,18.6607
0,12,101,0.5,14.75,18.6593,18.6131,18.6928
0,12,101,0.5,15,18.6917,18.6567,18.7184
0,12,101,0.5,15.25,18.7079,18.6763,18.7428
0,12,101,0.5,15.5,18.7282,18.6958,18.7589
0,12,101,0.5,15.75,18.7446,18.7111,18.777
0,12,101,0.5,16,18.7618,18.7284,18.802
0,12,101,0.5,16.25,18.7656,18.7262,18.803
0,12,101,0.5,16.5,18.7755,18.7454,18.8141
0,12,101,0.5,16.75,18.7871,18.751,18.8168
0,12,101,0.5,17,18.7931,18.7594,18.8284
0,12,101,0.5,17.25,18.7915,18.7544,18.8251
0,12,101,0.5,17.5,18.7965,18.7666,18.8378
0,12,101,0.5,17.75,18.7877,18.7529,18.8194
0,12,101,0.5,18,18.7901,18.7597,18.8176
0,12,101,0.5,18.25,18.779,18.7415,18.8092
0,12,101,0.5,18.5,18.7706,18.738,18.8038
0,12,101,0.5,18.75,18.7607,18.7226,18.7961
0,12,101,0.5,19,18.7541,18.7199,18.793
0,12,101,0.5,19.25,18.7344,18.692,18.7751
0,12,101,0.5,19.5,18.7201,18.6772,18.7563
0,12,101,0.5,19.75,18.7055,18.6685,18.7388
0,12,101,0.5,20,18.6918,18.6594,18.7281
0,12,101,0.5,20.25,18.665,18.6306,18.7021
0,12,101,0.5,20.5,18.6399,18.5974,18.676
0,12,101,0.5,20.75,18.6205,18.577,18.6635
0,12,101,0.5,21,18.596,18.5622,18.6281
max,12,101,0.5,0.25,23.247,23.1992,23.2928
max,12,101,0.5,0.5,23.2471,23.2091,23.2902
max,12,101,0.5,0.75,23.2472,23.1981,23.2895
max,12,101,0.5,1,23.2493,23.2025,23.2976
max,12,101,0.5,1.25,23.1778,23.1354,23.219
max,12,101,0.5,1.5,23.1257,23.0863,23.175
max,12,101,0.5,1.75,23.0935,23.0526,23.1348
max,12,101,0.5,2,23.068,23.0238,23.1015
max,12,101,0.5,2.25,22.8949,22.8475,22.9425
max,12,101,0.5,2.5,22.7575,22.7063,22.8164
max,12,101,0.5,2.75,22.6481,22.6049,22.6912
max,12,101,0.5,3,22.5588,22.5068,22.6035
max,12,101,0.5,3.25,22.397,22.3551,22.442
max,12,101,0.5,3.5,22.2669,22.2221,22.3185
max,12,101,0.5,3.75,22.1477,22.0964,22.1909
max,12,101,0.5,4,22.0451,22.002,22.0888
max,12,101,0.5,4.25,21.9179,21.8757,21.9616
max,12,101,0.5,4.5,21.8035,21.7669,21.8397
max,12,101,0.5,4.75,21.7006,21.6523,21.7371
max,12,101,0.5,5,21.6109,21.5742,21.6535
max,12,101,0.5,5.25,21.4393,21.392,21.4793
max,12,101,0.5,5.5,21.2894,21.2437,21.3333
max,12,101,0.5,5.75,21.1491,21.1119,21.1875
max,12,101,0.5,6,21.0255,20.9875,21.0609
max,12,101,0.5,6.25,20.9107,20.8702,20.9573
max,12,101,0.5,6.5,20.809,20.7648,20.8565
max,12,101,0.5,6.75,20.7123,20.6743,20.7491
max,12,101,0.5,7,20.6239,20.5798,20.6588
max,12,101,0.5,7.25,20.4791,20.4368,20.5357
max,12,101,0.5,7.5,20.3452,20.3031,20.3798
max,12,101,0.5,7.75,20.2193,20.1798,20.2581
max,12,101,0.5,8,20.101,20.0671,20.141
max,12,101,0.5,8.25,19.9696,19.9261,20.0111
max,12,101,0.5,8.5,19.848,19.8026,19.8852
max,12,101,0.5,8.75,19.7368,19.7072,19.774
max,12,101,0.5,9,19.6306,19.5942,19.6727
max,12,101,0.5,9.25,19.4995,19.4478,19.5308
max,12,101,0.5,9.5,19.3737,19.3358,19.4089
max,12,101,0.5,9.75,19.2628,19.2271,19.2993
max,12,101,0.5,10,19.1557,19.12,19.1924
max,12,101,0.5,10.25,19.0108,18.9724,19.0523
max,12,101,0.5,10.5,18.8753,18.8445,18.9099
max,12,101,0.5,10.75,18.7507,18.7133,18.7912
max,12,101,0.5,11,18.634,18.5941,18.665
max,12,101,0.5,11.25,18.5103,18.4726,18.5466
max,12,101,0.5,11.5,18.399,18.3509,18.4355
max,12,101,0.5,11.75,18.2907,18.2616,18.3204
max,12,101,0.5,12,18.1853,18.1533,18.2187
max,12,101,0.5,12.25,18.4366,18.4019,18.4704
max,12,101,0.5,12.5,18.6903,18.6571,18.7297
max,12,101,0.5,12.75,18.9413,18.9157,18.9757
max,12,101,0.5,13,19.1891,19.1471,19.2383
max,12,101,0.5,13.25,19.4455,19.4102,19.4821
max,12,101,0.5,13.5,19.6954,19.6491,19.7284
max,12,101,0.5,13.75,19.9544,19.9129,19.9996
max,12,101,0.5,14,20.2042,20.1694,20.2363
max,12,101,0.5,14.25,20.4588,20.4161,20.5093
max,12,101,0.5,14.5,20.7073,20.6645,20.7498
max,12,101,0.5,14.75,20.9624,20.9144,21.0015
max,12,101,0.5,15,21.2147,21.1812,21.2505
max,12,101,0.5,15.25,21.4655,21.4294,21.5034
max,12,101,0.5,15.5,21.7225,21.6795,21.7678
max,12,101,0.5,15.75,21.9747,21.919,22.0129
max,12,101,0.5,16,22.225,22.1783,22.2627
max,12,101,0.5,16.25,22.4762,22.4325,22.5325
max,12,101,0.5,16.5,22.7301,22.6742,22.7862
max,12,101,0.5,16.75,22.9834,22.9405,23.0362
max,12,101,0.5,17,23.2343,23.1883,23.2842
max,12,101,0.5,17.25,23.4839,23.4379,23.5322
max,12,101,0.5,17.5,23.7375,23.6897,23.7871
max,12,101,0.5,17.75,23.9917,23.9416,24.0446
max,12,101,0.5,18,24.2471,24.1992,24.2984
max,12,101,0.5,18.25,24.4939,24.446,24.5393
max,12,101,0.5,18.5,24.7545,24.701,24.8013
max,12,101,0.5,18.75,25.0035,24.9529,25.0518
max,12,101,0.5,19,25.2539,25.1888,25.2974
max,12,101,0.5,19.25,25.505,25.4456,25.5527
max,12,101,0.5,19.5,25.7574,25.7103,25.8017
max,12,101,0.5,19.75,26.0114,25.954,26.0792
max,12,101,0.5,20,26.2671,26.2144,26.322
max,12,101,0.5,20.25,26.5121,26.4564,26.5611
max,12,101,0.5,20.5,26.7702,26.7202,26.8242
max,12,101,0.5,20.75,27.019,26.9534,27.0961
max,12,101,0.5,21,27.274,27.2206,27.3167
0,12,101,0.75,0.25,15.6588,15.6272,15.6911
0,12,101,0.75,0.5,15.6592,15.6218,15.6874
0,12,101,0.75,0.75,15.6577,15.6285,15.6907
0,12,101,0.75,1,15.662,15.6369,15.6885
0,12,101,0.75,1.25,15.4525,15.423,15.4817
0,12,101,0.75,1.5,15.3194,15.2919,15.3447
0,12,101,0.75,1.75,15.2258,15.1986,15.2519
0,12,101,0.75,2,15.1543,15.1238,15.1804
0,12,101,0.75,2.25,14.9802,14.9491,15.0115
0,12,101,0.75,2.5,14.8471,14.82,14.8721
0,12,101,0.75,2.75,14.7363,14.7087,14.7674
0,12,101,0.75,3,14.6483,14.6234,14.6813
0,12,101,0.75,3.25,14.4897,14.4614,14.5164
0,12,101,0.75,3.5,14.3566,14.3277,14.3833
0,12,101,0.75,3.75,14.2436,14.2211,14.2707
0,12,101,0.75,4,14.1443,14.1209,14.164
0,12,101,0.75,4.25,13.9948,13.9733,14.0227
0,12,101,0.75,4.5,13.8582,13.8343,13.8872
0,12,101,0.75,4.75,13.7427,13.7236,13.7661
0,12,101,0.75,5,13.6388,13.6063,13.6627
0,12,101,0.75,5.25,13.4956,13.4652,13.5214
0,12,101,0.75,5.5,13.3583,13.3366,13.3787
0,12,101,0.75,5.75,13.2387,13.2169,13.2651
0,12,101,0.75,6,13.1349,13.1082,13.1609
0,12,101,0.75,6.25,12.9907,12.9672,13.0119
0,12,101,0.75,6.5,12.8574,12.8342,12.8802
0,12,101,0.75,6.75,12.7386,12.7158,12.7567
0,12,101,0.75,7,12.6289,12.6067,12.6521
0,12,101,0.75,7.25,12.4853,12.4584,12.5096
0,12,101,0.75,7.5,12.3532,12.3302,12.3737
0,12,101,0.75,7.75,12.235,12.2138,12.2595
0,12,101,0.75,8,12.1231,12.0996,12.1444
0,12,101,0.75,8.25,11.9817,11.9595,12.0028
0,12,101,0.75,8.5,11.8496,11.8283,11.8722
0,12,101,0.75,8.75,11.731,11.7073,11.7513
0,12,101,0.75,9,11.6209,11.601,11.6427
0,12,101,0.75,9.25,11.481,11.4674,11.5021
0,12,101,0.75,9.5,11.3472,11.3265,11.3703
0,12,101,0.75,9.75,11.2284,11.2066,11.249
0,12,101,0.75,10,11.1143,11.0943,11.1383
0,12,101,0.75,10.25,10.9766,10.9545,10.9947
0,12,101,0.75,10.5,10.845,10.8228,10.8658
0,12,101,0.75,10.75,10.7246,10.7079,10.7448
0,12,101,0.75,11,10.6089,10.5913,10.6268
0,12,101,0.75,11.25,10.4723,10.4519,10.4932
0,12,101,0.75,11.5,10.3388,10.3204,10.3544
0,12,101,0.75,11.75,10.2187,10.2044,10.2354
0,12,101,0.75,12,10.1041,10.0861,10.1254
0,12,101,0.75,12.25,10.133,10.1112,10.1518
0,12,101,0.75,12.5,10.1624,10.1444,10.1795
0,12,101,0.75,12.75,10.1915,10.1781,10.2085
0,12,101,0.75,13,10.218,10.1983,10.2338
0,12,101,0.75,13.25,10.2402,10.219,10.2599
0,12,101,0.75,13.5,10.2618,10.2467,10.2797
0,12,101,0.75,13.75,10.2853,10.2636,10.3033
0,12,101,0.75,14,10.307,10.2915,10.3249
0,12,101,0.75,14.25,10.3212,10.3068,10.3403
0,12,101,0.75,14.5,10.3409,10.3213,10.3619
0,12,101,0.75,14.75,10.3548,10.3362,10.3786
0,12,101,0.75,15,10.3708,10.35,10.3878
0,12,101,0.75,15.25,10.3839,10.3655,10.4001
0,12,101,0.75,15.5,10.394,10.3706,10.4159
0,12,101,0.75,15.75,10.4043,10.3883,10.421
0,12,101,0.75,16,10.4161,10.3934,10.4427
0,12,101,0.75,16.25,10.4229,10.405,10.4492
0,12,101,0.75,16.5,10.4256,10.4045,10.4434
0,12,101,0.75,16.75,10.4326,10.4162,10.4502
0,12,101,0.75,17,10.4375,10.4174,10.4583
0,12,101,0.75,17.25,10.4382,10.4199,10.4573
0,12,101,0.75,17.5,10.4385,10.4203,10.4584
0,12,101,0.75,17.75,10.4401,10.4238,10.4571
0,12,101,0.75,18,10.442,10.4205,10.4625
0,12,101,0.75,18.25,10.4382,10.4197,10.4563
0,12,101,0.75,18.5,10.4325,10.4123,10.4504
0,12,101,0.75,18.75,10.4306,10.4097,10.4504
0,12,101,0.75,19,10.426,10.4096,10.441
0,12,101,0.75,19.25,10.417,10.3978,10.4332
0,12,101,0.75,19.5,10.4086,10.3888,10.4279
0,12,101,0.75,19.75,10.3999,10.3846,10.4215
0,12,101,0.75,20,10.3928,10.3773,10.4105
0,12,101,0.75,20.25,10.3804,10.3605,10.3981
0,12,101,0.75,20.5,10.3665,10.3451,10.3843
0,12,101,0.75,20.75,10.3567,10.3391,10.3749
0,12,101,0.75,21,10.3425,10.3222,10.3593
max,12,101,0.75,0.25,15.5009,15.4725,15.5272
max,12,101,0.75,0.5,15.4969,15.4686,15.5254
max,12,101,0.75,0.75,15.5044,15.4666,15.5385
max,12,101,0.75,1,15.5009,15.4762,15.5337
max,12,101,0.75,1.25,15.3139,15.2752,15.3483
max,12,101,0.75,1.5,15.1895,15.1567,15.2152
max,12,101,0.75,1.75,15.1059,15.0736,15.1366
max,12,101,0.75,2,15.0408,15.0022,15.0772
max,12,101,0.75,2.25,14.8686,14.8308,14.8946
max,12,101,0.75,2.5,14.7341,14.7112,14.7626
max,12,101,0.75,2.75,14.6281,14.6023,14.6602
max,12,101,0.75,3,14.5382,14.5094,14.5679
max,12,101,0.75,3.25,14.3888,14.367,14.4115
max,12,101,0.75,3.5,14.261,14.2371,14.2869
max,12,101,0.75,3.75,14.1538,14.1294,14.1816
max,12,101,0.75,4,14.061,14.026,14.0861
max,12,101,0.75,4.25,13.9201,13.894,13.9459
max,12,101,0.75,4.5,13.8024,13.7804,13.8236
max,12,101,0.75,4.75,13.6966,13.6698,13.7281
max,12,101,0.75,5,13.6013,13.5732,13.6248
max,12,101,0.75,5.25,13.4518,13.4311,13.4822
max,12,101,0.75,5.5,13.3191,13.2927,13.3507
max,12,101,0.75,5.75,13.1968,13.172,13.2288
max,12,101,0.75,6,13.0904,13.0643,13.1158
max,12,101,0.75,6.25,12.95,12.9313,12.972
max,12,101,0.75,6.5,12.8236,12.8035,12.8448
max,12,101,0.75,6.75,12.7067,12.6854,12.7333
max,12,101,0.75,7,12.5989,12.5749,12.6196
max,12,101,0.75,7.25,12.4526,12.4303,12.4742
max,12,101,0.75,7.5,12.3169,12.2931,12.3382
max,12,101,0.75,7.75,12.1907,12.1689,12.2175
max,12,101,0.75,8,12.0754,12.0521,12.0979
max,12,101,0.75,8.25,11.9372,11.9173,11.9594
max,12,101,0.75,8.5,11.803,11.7857,11.8272
max,12,101,0.75,8.75,11.6829,11.6583,11.7064
max,12,101,0.75,9,11.5718,11.5482,11.5895
max,12,101,0.75,9.25,11.4372,11.4166,11.4597
max,12,101,0.75,9.5,11.3082,11.287,11.3278
max,12,101,0.75,9.75,11.1935,11.1728,11.2102
max,12,101,0.75,10,11.0826,11.0643,11.1076
max,12,101,0.75,10.25,10.9487,10.9312,10.9691
max,12,101,0.75,10.5,10.821,10.7997,10.8405
max,12,101,0.75,10.75,10.7018,10.6806,10.7213
max,12,101,0.75,11,10.5894,10.5721,10.6076
max,12,101,0.75,11.25,10.4586,10.4404,10.4751
max,12,101,0.75,11.5,10.3307,10.3115,10.3459
max,12,101,0.75,11.75,10.2162,10.1953,10.2344
max,12,101,0.75,12,10.1034,10.0891,10.1211
max,12,101,0.75,12.25,10.1872,10.1726,10.2041
max,12,101,0.75,12.5,10.2718,10.2534,10.2935
max,12,101,0.75,12.75,10.3545,10.3377,10.371
max,12,101,0.75,13,10.4394,10.4205,10.457
max,12,101,0.75,13.25,10.5255,10.5101,10.5418
max,12,101,0.75,13.5,10.6099,10.5939,10.6282
max,12,101,0.75,13.75,10.6939,10.6745,10.7162
max,12,101,0.75,14,10.7776,10.7529,10.7968
max,12,101,0.75,14.25,10.8606,10.839,10.8802
max,12,101,0.75,14.5,10.9468,10.9271,10.9681
max,12,101,0.75,14.75,11.0311,11.0066,11.0549
max,12,101,0.75,15,11.1143,11.0976,11.1306
max,12,101,0.75,15.25,11.1991,11.1791,11.2209
max,12,101,0.75,15.5,11.2825,11.2603,11.3067
max,12,101,0.75,15.75,11.3682,11.3484,11.3915
max,12,101,0.75,16,11.4517,11.429,11.4716
max,12,101,0.75,16.25,11.5347,11.5092,11.5565
max,12,101,0.75,16.5,11.6191,11.6005,11.6387
max,12,101,0.75,16.75,11.7032,11.6816,11.7312
max,12,101,0.75,17,11.7899,11.7693,11.8125
max,12,101,0.75,17.25,11.8719,11.8534,11.8963
max,12,101,0.75,17.5,11.956,11.9261,11.9813
max,12,101,0.75,17.75,12.0393,12.0123,12.0648
max,12,101,0.75,18,12.1245,12.0997,12.1551
max,12,101,0.75,18.25,12.2086,12.1853,12.233
max,12,101,0.75,18.5,12.2942,12.2663,12.3179
max,12,101,0.75,18.75,12.3779,12.3504,12.4077
max,12,101,0.75,19,12.4588,12.4307,12.487
max,12,101,0.75,19.25,12.5453,12.5172,12.5666
max,12,101,0.75,19.5,12.6276,12.6015,12.6537
max,12,101,0.75,19.75,12.7139,12.692,12.7397
max,12,101,0.75,20,12.7976,12.7733,12.8293
max,12,101,0.75,20.25,12.8824,12.8494,12.9171
max,12,101,0.75,20.5,12.9681,12.943,12.9991
max,12,101,0.75,20.75,13.052,13.0248,13.0787
max,12,101,0.75,21,13.1317,13.1003,13.1644
0,12,101,1,0.25,11.62,11.6016,11.6414
0,12,101,1,0.5,11.6187,11.5984,11.6388
0,12,101,1,0.75,11.6219,11.6011,11.6433
0,12,101,1,1,11.6198,11.5943,11.6446
0,12,101,1,1.25,11.4112,11.3909,11.4329
0,12,101,1,1.5,11.2766,11.2573,11.2986
0,12,101,1,1.75,11.1824,11.1623,11.2021
0,12,101,1,2,11.1149,11.0941,11.1357
0,12,101,1,2.25,10.9408,10.9187,10.962
0,12,101,1,2.5,10.8061,10.7884,10.8251
0,12,101,1,2.75,10.7006,10.6839,10.7219
0,12,101,1,3,10.6084,10.5866,10.6328
0,12,101,1,3.25,10.4476,10.4307,10.4665
0,12,101,1,3.5,10.3158,10.2957,10.3403
0,12,101,1,3.75,10.2029,10.1839,10.2195
